biosampleId,id,individualId,info,libraryLayout,librarySelection,librarySource|id,librarySource|label,libraryStrategy,platform,platformModel|id,platformModel|label,runDate
HG03372,SRR00001279,HG03372,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03376,SRR00001280,HG03376,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03378,SRR00001281,HG03378,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03380,SRR00001282,HG03380,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03382,SRR00001283,HG03382,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03385,SRR00001284,HG03385,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03388,SRR00001285,HG03388,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03391,SRR00001286,HG03391,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03394,SRR00001287,HG03394,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03397,SRR00001288,HG03397,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03401,SRR00001289,HG03401,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03410,SRR00001290,HG03410,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03419,SRR00001291,HG03419,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03428,SRR00001292,HG03428,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03432,SRR00001293,HG03432,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03433,SRR00001294,HG03433,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03436,SRR00001295,HG03436,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03437,SRR00001296,HG03437,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03439,SRR00001297,HG03439,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03442,SRR00001298,HG03442,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03445,SRR00001299,HG03445,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03446,SRR00001300,HG03446,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03449,SRR00001301,HG03449,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03451,SRR00001302,HG03451,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03452,SRR00001303,HG03452,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03455,SRR00001304,HG03455,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03457,SRR00001305,HG03457,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03458,SRR00001306,HG03458,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03460,SRR00001307,HG03460,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03461,SRR00001308,HG03461,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03464,SRR00001309,HG03464,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03469,SRR00001310,HG03469,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03470,SRR00001311,HG03470,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03472,SRR00001312,HG03472,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03473,SRR00001313,HG03473,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03476,SRR00001314,HG03476,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03478,SRR00001315,HG03478,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03479,SRR00001316,HG03479,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03484,SRR00001317,HG03484,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03485,SRR00001318,HG03485,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03488,SRR00001319,HG03488,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03490,SRR00001320,HG03490,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03491,SRR00001321,HG03491,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03499,SRR00001322,HG03499,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03511,SRR00001323,HG03511,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03514,SRR00001324,HG03514,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03515,SRR00001325,HG03515,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03517,SRR00001326,HG03517,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03518,SRR00001327,HG03518,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03520,SRR00001328,HG03520,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03521,SRR00001329,HG03521,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03538,SRR00001330,HG03538,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03539,SRR00001331,HG03539,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03547,SRR00001332,HG03547,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03548,SRR00001333,HG03548,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03556,SRR00001334,HG03556,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03557,SRR00001335,HG03557,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03558,SRR00001336,HG03558,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03559,SRR00001337,HG03559,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03563,SRR00001338,HG03563,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03565,SRR00001339,HG03565,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03567,SRR00001340,HG03567,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03571,SRR00001341,HG03571,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03572,SRR00001342,HG03572,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03575,SRR00001343,HG03575,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03577,SRR00001344,HG03577,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03578,SRR00001345,HG03578,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03583,SRR00001346,HG03583,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03585,SRR00001347,HG03585,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03589,SRR00001348,HG03589,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03593,SRR00001349,HG03593,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03594,SRR00001350,HG03594,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03595,SRR00001351,HG03595,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03598,SRR00001352,HG03598,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03600,SRR00001353,HG03600,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03603,SRR00001354,HG03603,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03604,SRR00001355,HG03604,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03607,SRR00001356,HG03607,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03611,SRR00001357,HG03611,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03615,SRR00001358,HG03615,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03616,SRR00001359,HG03616,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03619,SRR00001360,HG03619,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03624,SRR00001361,HG03624,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03625,SRR00001362,HG03625,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03629,SRR00001363,HG03629,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03631,SRR00001364,HG03631,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03634,SRR00001365,HG03634,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03636,SRR00001366,HG03636,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03640,SRR00001367,HG03640,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03642,SRR00001368,HG03642,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03643,SRR00001369,HG03643,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03644,SRR00001370,HG03644,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03645,SRR00001371,HG03645,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03646,SRR00001372,HG03646,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03649,SRR00001373,HG03649,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03652,SRR00001374,HG03652,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03653,SRR00001375,HG03653,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03660,SRR00001376,HG03660,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03663,SRR00001377,HG03663,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03667,SRR00001378,HG03667,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03668,SRR00001379,HG03668,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03672,SRR00001380,HG03672,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03673,SRR00001381,HG03673,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03679,SRR00001382,HG03679,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03680,SRR00001383,HG03680,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03681,SRR00001384,HG03681,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03684,SRR00001385,HG03684,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03685,SRR00001386,HG03685,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03686,SRR00001387,HG03686,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03687,SRR00001388,HG03687,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03689,SRR00001389,HG03689,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03690,SRR00001390,HG03690,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03691,SRR00001391,HG03691,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03692,SRR00001392,HG03692,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03693,SRR00001393,HG03693,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03694,SRR00001394,HG03694,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03695,SRR00001395,HG03695,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03696,SRR00001396,HG03696,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03697,SRR00001397,HG03697,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03698,SRR00001398,HG03698,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03702,SRR00001399,HG03702,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03703,SRR00001400,HG03703,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03705,SRR00001401,HG03705,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03706,SRR00001402,HG03706,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03708,SRR00001403,HG03708,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03709,SRR00001404,HG03709,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03711,SRR00001405,HG03711,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03713,SRR00001406,HG03713,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03714,SRR00001407,HG03714,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03716,SRR00001408,HG03716,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03717,SRR00001409,HG03717,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03718,SRR00001410,HG03718,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03720,SRR00001411,HG03720,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
HG03722,SRR00001412,HG03722,,PAIRED,RANDOM,GENEPIO:0001966,genomic Source,Short read Illumina WGS sequencing,Illumina,OBI:0002048,Illumina HiSeq 2000,2015-09-30
